Uniprot_A	Uniprot_B	Gene_A	Gene_B	pmid:method:quality:type	taxid	high_quality
P00490	P0A7K6	malP	rplS	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00490	P0A7L0	malP	rplA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00490	P0A7R1	malP	rplI	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00490	P0A7Y4	malP	rnhA	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00490	P0A832	malP	smpB	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00490	P0A8T7	malP	rpoC	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00490	P0A9P0	malP	lpdA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00490	P0AA10	malP	rplM	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00490	P0ACF0	malP	hupA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00490	P0ACF4	malP	hupB	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00490	P0ACF8	malP	hns	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00490	P0AG48	malP	rplU	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00490	P0AGE0	malP	ssb	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00490	P0AGK4	malP	yhbY	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00490	P60438	malP	rplC	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00490	P60723	malP	rplD	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00490	P61175	malP	rplV	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00490	P68739	malP	nfi	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00509	P00509	aspC	aspC	15461450:0114:LC:binary|15938611:0114:LC:binary|24561554:0096:HT:binary|24561554:0397:HT:binary|7556224:0114:LC:binary|7664122:0114:LC:binary|7819232:0114:LC:binary|7851426:0114:LC:binary|8196059:0114:LC:binary	562	True
P00550	P0A6G7	mtlA	clpP	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00550	P0AA04	mtlA	ptsH	12202490:0114:LC:binary|17051159:0077:LC:binary	562	True
P00561	P0A6H5	thrA	hslU	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00561	P0ACB0	thrA	dnaB	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00579	P00579	rpoD	rpoD	15690043:0007:LC:binary|15690043:0676:HT:co-complex|18826409:0018:LC:binary|24561554:0397:HT:binary	562	True
P00579	P02358	rpoD	rpsF	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00579	P02359	rpoD	rpsG	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00579	P02413	rpoD	rplO	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00579	P06134	rpoD	ada	24561554:0397:HT:binary	562	True
P00579	P09377	rpoD	rhaS	10940041:0415:LC:binary|24561554:0397:HT:binary	562	True
P00579	P09378	rpoD	rhaR	24561554:0397:HT:binary	562	True
P00579	P0A705	rpoD	infB	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00579	P0A7C2	rpoD	lexA	24561554:0397:HT:binary	562	True
P00579	P0A7K2	rpoD	rplL	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00579	P0A7K6	rpoD	rplS	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00579	P0A7L0	rpoD	rplA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00579	P0A7M2	rpoD	rpmB	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00579	P0A7V0	rpoD	rpsB	15690043:0096:LC:binary|15690043:0676:HT:co-complex|16606699:0096:LC:binary	562	True
P00579	P0A7V3	rpoD	rpsC	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00579	P0A7V8	rpoD	rpsD	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00579	P0A7W1	rpoD	rpsE	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00579	P0A7Z4	rpoD	rpoA	10322021:0004:LC:co-complex|10764785:0047:LC:binary|14962387:0069:LC:co-complex|15690043:0096:LC:binary|15690043:0676:HT:co-complex|16606699:0096:LC:binary|19903881:0071:LC:binary|23389035:0114:LC:binary|26190576:0114:LC:binary|9560209:0004:LC:co-complex	562	True
P00579	P0A800	rpoD	rpoZ	14962387:0069:LC:co-complex|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00579	P0A8M6	rpoD	yeeX	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00579	P0A8T7	rpoD	rpoC	10322021:0004:LC:co-complex|10652354:0004:LC:co-complex|10764785:0047:LC:binary|10764785:0096:LC:binary|14962387:0069:LC:co-complex|15690043:0096:LC:binary|15690043:0676:HT:co-complex|16606699:0096:LC:binary|19903881:0096:LC:binary|9560209:0004:LC:co-complex|9813048:0004:LC:co-complex|9813048:0049:LC:binary	562	True
P00579	P0A8V2	rpoD	rpoB	14962387:0069:LC:co-complex|15690043:0096:LC:binary|15690043:0676:HT:co-complex|16606699:0096:LC:binary|19366670:0655:LC:binary|22135460:0655:LC:binary|9560209:0004:LC:co-complex	562	True
P00579	P0A9B2	rpoD	gapA	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00579	P0A9E0	rpoD	araC	10960090:0415:LC:binary|24561554:0397:HT:binary	562	True
P00579	P0ABD5	rpoD	accA	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00579	P0ACH8	rpoD	melR	24561554:0397:HT:binary	562	True
P00579	P0ACJ8	rpoD	crp	10860740:0415:LC:binary|19903881:0040:LC:binary|24561554:0397:HT:binary	562	True
P00579	P0AE60	rpoD	cedA	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00579	P0AFF6	rpoD	nusA	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00579	P0AFX4	rpoD	rsd	11292818:0004:LC:co-complex|11591686:0018:LC:binary|14687566:0004:LC:co-complex|14687566:0018:LC:binary|14687566:0069:LC:co-complex|14962387:0069:LC:co-complex|16606699:0096:LC:binary|18359804:0014:LC:binary|18359804:0018:LC:binary|18359804:0096:LC:binary|18359804:0107:LC:binary|18826409:0014:LC:binary|18826409:0018:LC:binary|24561554:0397:HT:binary|9560209:0004:LC:co-complex	562	True
P00579	P0AG30	rpoD	rho	15690043:0096:LC:binary|15690043:0676:HT:co-complex|16606699:0096:LC:binary|19402753:0676:HT:co-complex	562	True
P00579	P0AG48	rpoD	rplU	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00579	P0AG67	rpoD	rpsA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00579	P0AG96	rpoD	secE	24561554:0397:HT:binary	562	True
P00579	P0CE47	rpoD	tufA	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00579	P17410	rpoD	chbR	24561554:0397:HT:binary	562	True
P00579	P37095	rpoD	pepB	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00579	P39208	rpoD	idnK	24561554:0397:HT:binary	562	True
P00579	P60240	rpoD	rapA	24561554:0397:HT:binary	562	True
P00579	P60422	rpoD	rplB	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00579	P60723	rpoD	rplD	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|16606699:0096:LC:binary|19402753:0676:HT:co-complex	562	True
P00579	P61175	rpoD	rplV	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00579	P75679	rpoD	insN1	24561554:0397:HT:binary	562	True
P00579	P77396	rpoD	ypdC	24561554:0397:HT:binary	562	True
P00582	P00582	polA	polA	15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P05719	polA	hsdS	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P06959	polA	aceF	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P07012	polA	prfB	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P0A6R3	polA	fis	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00582	P0A7K2	polA	rplL	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P0A7M2	polA	rpmB	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P0A7V0	polA	rpsB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P0A7Z4	polA	rpoA	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P0A817	polA	metK	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00582	P0A8T7	polA	rpoC	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P0A8V2	polA	rpoB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P0A9K9	polA	slyD	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P0A9P0	polA	lpdA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P0AA10	polA	rplM	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P0ACF0	polA	hupA	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P0ACF4	polA	hupB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P0ACF8	polA	hns	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P0ADM6	polA	yidX	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00582	P0CE47	polA	tufA	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00582	P0DMC7	polA	rcsB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P11880	polA	murF	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P43329	polA	hrpA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00582	P60723	polA	rplD	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00582	P77182	polA	mnmC	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00634	P00634	phoA	phoA	10085061:0114:LC:binary|10850800:0114:LC:binary|10873454:0114:LC:binary|11884134:0114:LC:binary|2010919:0114:LC:binary|7473737:0114:LC:binary|7577993:0114:LC:binary|8520475:0114:LC:binary|8648634:0114:LC:binary|8746724:0114:LC:binary|9533886:0114:LC:binary	562	True
P00634	P0A705	phoA	infB	15690043:0096:LC:binary|15690043:0676:HT:co-complex|16606699:0096:LC:binary	562	True
P00646	P06129	ceaC	btuB	14528295:0114:LC:binary	562	True
P00722	P00722	lacZ	lacZ	11045615:0114:LC:binary|11732897:0114:LC:binary|23850452:1246:LC:co-complex	562	True
P00803	P00803	lepB	lepB	15136583:0114:LC:binary	562	True
P00805	P00805	ansB	ansB	11223513:0114:LC:binary|12595697:0114:LC:binary|25040257:0114:LC:binary|8434007:0114:LC:binary	562	True
P00805	P0A805	ansB	frr	24561554:0397:HT:binary	562	True
P00805	P25535	ansB	ubiI	16606699:0096:LC:binary|24561554:0397:HT:binary	562	True
P00805	P32712	ansB	nrfG	24561554:0397:HT:binary	562	True
P00805	P76502	ansB	sixA	24561554:0397:HT:binary	562	True
P00811	P00811	ampC	ampC	11182316:0114:LC:binary|11434768:0114:LC:binary|11478888:0114:LC:binary|12005439:0114:LC:binary|12109906:0114:LC:binary|12144785:0114:LC:binary|12323371:0114:LC:binary|12435704:0114:LC:binary|12526668:0114:LC:binary|14661960:0114:LC:binary|15796528:0114:LC:binary|PDB_1FCN:0114:LC:binary|PDB_1FCO:0114:LC:binary	562	True
P00816	P00816	cynS	cynS	10801492:0114:LC:binary|6994799:0029:LC:binary|6994799:0071:LC:binary|8195141:0071:LC:binary	562	True
P00861	P00861	lysA	lysA	15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P00861	P0A850	lysA	tig	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00861	P0A8N5	lysA	lysU	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00861	P0AD01	lysA	dcuR	24561554:0397:HT:binary	562	True
P00861	P0AE88	lysA	cpxR	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P00861	Q79E92	lysA	ykgN	24561554:0397:HT:binary	562	True
P00887	P0A6F5	aroH	groEL	10647006:0019:LC:binary|16606699:0096:LC:binary|24561554:0397:HT:binary	562	True
P00888	P39834	aroF	ygiL	24561554:0397:HT:binary	562	True
P00888	P68646	aroF	fixX	24561554:0397:HT:binary	562	True
P00893	P00893	ilvI	ilvI	14973045:0655:LC:binary|24561554:0397:HT:binary	562	True
P00893	P00894	ilvI	ilvH	24561554:0397:HT:binary	562	True
P00893	P0A7X6	ilvI	rimM	24561554:0397:HT:binary	562	True
P00893	P30125	ilvI	leuB	24561554:0397:HT:binary	562	True
P00893	Q46864	ilvI	mqsA	24561554:0397:HT:binary	562	True
P00894	P00894	ilvH	ilvH	12488095:0055:LC:binary|14973045:0655:LC:binary|24561554:0397:HT:binary	562	True
P00895	P00936	trpE	cyaA	24561554:0397:HT:binary	562	True
P00895	P0AAB8	trpE	uspD	24561554:0397:HT:binary	562	True
P00895	P12996	trpE	bioB	24561554:0397:HT:binary	562	True
P00895	P51020	trpE	mhpE	24561554:0397:HT:binary	562	True
P00903	P05041	pabA	pabB	24561554:0397:HT:binary|8679677:0071:LC:binary	562	True
P00903	P0ABZ1	pabA	fliG	24561554:0397:HT:binary	562	True
P00904	P00904	trpGD	trpGD	24627523:0397:HT:binary	562	True
P00909	P17993	trpC	ubiG	24561554:0397:HT:binary	562	True
P00909	P39391	trpC	yjiT	24561554:0397:HT:binary	562	True
P00909	P39834	trpC	ygiL	24561554:0397:HT:binary	562	True
P00909	P68646	trpC	fixX	24561554:0397:HT:binary	562	True
P00909	Q46941	trpC	yqeH	24561554:0397:HT:binary	562	True
P00914	P00914	phrB	phrB	15690043:0007:LC:binary|15690043:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P00914	P68739	phrB	nfi	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00926	P30750	dsdA	metN	24561554:0397:HT:binary	562	True
P00934	P68646	thrC	fixX	24561554:0397:HT:binary	562	True
P00935	P00935	metB	metB	14973045:0655:LC:binary|9843488:0114:LC:binary	562	True
P00936	P05827	cyaA	ilvY	24561554:0397:HT:binary	562	True
P00936	P0ACJ8	cyaA	crp	24561554:0397:HT:binary	562	True
P00936	P15038	cyaA	helD	24561554:0096:HT:binary|24561554:0397:HT:binary|24561554:0729:HT:binary	562	True
P00936	P15373	cyaA	prlF	24561554:0397:HT:binary	562	True
P00936	P28638	cyaA	yhdJ	24561554:0397:HT:binary	562	True
P00936	P37349	cyaA	dhaM	24561554:0397:HT:binary	562	True
P00936	P76097	cyaA	ydcJ	24561554:0397:HT:binary	562	True
P00936	Q46864	cyaA	mqsA	24561554:0397:HT:binary	562	True
P00936	Q47147	cyaA	yafJ	24561554:0397:HT:binary	562	True
P00944	P0CE47	xylA	tufA	15690043:0096:LC:binary|19402753:0676:HT:co-complex	562	True
P00944	P0CE48	xylA	tufB	15690043:0007:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00946	P00946	manA	manA	15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P00946	P18196	manA	minC	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P00946	P45748	manA	tsaC	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00946	P75864	manA	rlmL	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00946	P76161	manA	quuQ	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00954	P00954	trpS	trpS	15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P00954	P0A7V0	trpS	rpsB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00954	P0A7W1	trpS	rpsE	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00954	P0AA10	trpS	rplM	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00954	P61175	trpS	rplV	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00956	P00956	ileS	ileS	15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P00956	P02925	ileS	rbsB	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P00956	P0A7B1	ileS	ppk	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00956	P0ACN4	ileS	allR	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00956	P0CE47	ileS	tufA	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00956	P15042	ileS	ligA	24561554:0397:HT:binary	562	True
P00956	P19930	ileS	hyaD	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P00956	P39336	ileS	yjgL	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P00956	P75767	ileS	ybhK	24561554:0397:HT:binary	562	True
P00957	P00957	alaS	alaS	15690043:0007:LC:binary|15690043:0676:HT:co-complex|7005211:0071:LC:binary	562	True
P00957	P06612	alaS	topA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00957	P0A6Y8	alaS	dnaK	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00957	P0A7V0	alaS	rpsB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00957	P0CE47	alaS	tufA	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00957	P17169	alaS	glmS	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00957	P37765	alaS	rluB	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00957	P76160	alaS	ydfR	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00959	P60422	metG	rplB	16606699:0096:LC:binary|24561554:0397:HT:binary	562	True
P00960	P00960	glyQ	glyQ	15690043:0007:LC:binary|15690043:0676:HT:co-complex|24627523:0397:HT:binary	562	True
P00960	P00961	glyQ	glyS	24561554:0397:HT:binary|24627523:0397:HT:binary	562	True
P00960	P06968	glyQ	dut	24627523:0397:HT:binary	562	True
P00960	P08622	glyQ	dnaJ	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00960	P0A7K6	glyQ	rplS	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00960	P0A7M2	glyQ	rpmB	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00960	P0A7S9	glyQ	rpsM	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00960	P0A7T3	glyQ	rpsP	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00960	P0A7V0	glyQ	rpsB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00960	P0A7V3	glyQ	rpsC	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00960	P0A7W1	glyQ	rpsE	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00960	P0A817	glyQ	metK	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00960	P0A8B2	glyQ	yfcN	24561554:0397:HT:binary	562	True
P00960	P0A9X4	glyQ	mreB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00960	P0AA10	glyQ	rplM	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00960	P0ADY7	glyQ	rplP	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00960	P0AG48	glyQ	rplU	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00960	P0AG55	glyQ	rplF	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00960	P21189	glyQ	polB	24561554:0397:HT:binary	562	True
P00960	P23865	glyQ	prc	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00960	P28638	glyQ	yhdJ	24561554:0397:HT:binary	562	True
P00960	P33232	glyQ	lldD	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00960	P39220	glyQ	yabP	24561554:0397:HT:binary	562	True
P00960	P60723	glyQ	rplD	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P00960	P61175	glyQ	rplV	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P00960	P69741	glyQ	hybO	24561554:0397:HT:binary	562	True
P00960	P77174	glyQ	ybdM	24561554:0397:HT:binary	562	True
P00961	P00961	glyS	glyS	15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P00961	P0A8D0	glyS	nrdR	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
